"Site_ID/SSS","Initial_year","Diversity_metric_type","Measurement","Family","Genus","Species","Country","Latitude","Longitude","Habitat_description","Sampling_effort","Reference"
"1009","2002","Abundance",10,"Heteromyidae","Chaetodipus","penicillatus","USA",33.837197,-115.952919,"Sonoran/Mojave desert vegetation",1492,"Drost2008"
"1009","2002","Abundance",11,"Heteromyidae","Chaetodipus","spinatus","USA",33.837197,-115.952919,"Sonoran/Mojave desert vegetation",1492,"Drost2008"
"1009","2002","Abundance",3,"Heteromyidae","Chaetodipus","spp.","USA",33.837197,-115.952919,"Sonoran/Mojave desert vegetation",1492,"Drost2008"
"1009","2002","Abundance",77,"Heteromyidae","Dipodomys","merriami","USA",33.837197,-115.952919,"Sonoran/Mojave desert vegetation",1492,"Drost2008"
"1009","2002","Abundance",16,"Cricetidae","Neotoma","lepida","USA",33.837197,-115.952919,"Sonoran/Mojave desert vegetation",1492,"Drost2008"
"1009","2002","Abundance",2,"Cricetidae","Onychomys","torridus","USA",33.837197,-115.952919,"Sonoran/Mojave desert vegetation",1492,"Drost2008"
"1009","2002","Abundance",3,"Cricetidae","Peromyscus","boylii","USA",33.837197,-115.952919,"Sonoran/Mojave desert vegetation",1492,"Drost2008"
"1009","2002","Abundance",12,"Cricetidae","Peromyscus","crinitus","USA",33.837197,-115.952919,"Sonoran/Mojave desert vegetation",1492,"Drost2008"
"1009","2002","Abundance",17,"Cricetidae","Peromyscus","eremicus","USA",33.837197,-115.952919,"Sonoran/Mojave desert vegetation",1492,"Drost2008"
"1009","2002","Abundance",45,"Heteromyidae","Perognathus","longimembris","USA",33.837197,-115.952919,"Sonoran/Mojave desert vegetation",1492,"Drost2008"
"1009","2002","Abundance",1,"Cricetidae","Peromyscus","maniculatus","USA",33.837197,-115.952919,"Sonoran/Mojave desert vegetation",1492,"Drost2008"
"1009","2002","Abundance",1,"Cricetidae","Peromyscus","spp.","USA",33.837197,-115.952919,"Sonoran/Mojave desert vegetation",1492,"Drost2008"
"1009","2002","Abundance",4,"Cricetidae","Peromyscus","truei","USA",33.837197,-115.952919,"Sonoran/Mojave desert vegetation",1492,"Drost2008"
"1010","2002","Abundance",2,"Sciuridae","Ammospermophilus","harrisii","USA",36,-114.460561,"pine forest; riparian; wetland",1313,"Drost2008"
"1010","2002","Abundance",11,"Heteromyidae","Chaetodipus","formosus","USA",36,-114.460561,"pine forest; riparian; wetland",1313,"Drost2008"
"1010","2002","Abundance",1,"Heteromyidae","Chaetodipus","spinatus","USA",36,-114.460561,"pine forest; riparian; wetland",1313,"Drost2008"
"1010","2002","Abundance",10,"Heteromyidae","Chaetodipus","spp.","USA",36,-114.460561,"pine forest; riparian; wetland",1313,"Drost2008"
"1010","2002","Abundance",1,"Heteromyidae","Dipodomys","deserti","USA",36,-114.460561,"pine forest; riparian; wetland",1313,"Drost2008"
"1010","2002","Abundance",16,"Heteromyidae","Dipodomys","merriami","USA",36,-114.460561,"pine forest; riparian; wetland",1313,"Drost2008"
"1010","2002","Abundance",4,"Muridae","Mus","musculus","USA",36,-114.460561,"pine forest; riparian; wetland",1313,"Drost2008"
"1010","2002","Abundance",4,"Cricetidae","Neotoma","devia","USA",36,-114.460561,"pine forest; riparian; wetland",1313,"Drost2008"
"1010","2002","Abundance",11,"Cricetidae","Neotoma","lepida","USA",36,-114.460561,"pine forest; riparian; wetland",1313,"Drost2008"
"1010","2002","Abundance",8,"Cricetidae","Peromyscus","boylii","USA",36,-114.460561,"pine forest; riparian; wetland",1313,"Drost2008"
"1010","2002","Abundance",31,"Cricetidae","Peromyscus","crinitus","USA",36,-114.460561,"pine forest; riparian; wetland",1313,"Drost2008"
"1010","2002","Abundance",79,"Cricetidae","Peromyscus","eremicus","USA",36,-114.460561,"pine forest; riparian; wetland",1313,"Drost2008"
"1010","2002","Abundance",5,"Heteromyidae","Perognathus","longimembris","USA",36,-114.460561,"pine forest; riparian; wetland",1313,"Drost2008"
"1010","2002","Abundance",3,"Cricetidae","Peromyscus","spp.","USA",36,-114.460561,"pine forest; riparian; wetland",1313,"Drost2008"
"1010","2002","Abundance",3,"Cricetidae","Peromyscus","truei","USA",36,-114.460561,"pine forest; riparian; wetland",1313,"Drost2008"
"1010","2002","Abundance",1,"Sciuridae","Tamias","dorsalis","USA",36,-114.460561,"pine forest; riparian; wetland",1313,"Drost2008"
"1011","2002","Abundance",1,"Sciuridae","Ammospermophilus","leucurus","USA",36.727447,-118.153897,"desert scrub; some riparian and deciduous forest",604,"Drost2008"
"1011","2002","Abundance",29,"Heteromyidae","Dipodomys","merriami","USA",36.727447,-118.153897,"desert scrub; some riparian and deciduous forest",604,"Drost2008"
"1011","2002","Abundance",1,"Heteromyidae","Dipodomys","panamintinus","USA",36.727447,-118.153897,"desert scrub; some riparian and deciduous forest",604,"Drost2008"
"1011","2002","Abundance",2,"Cricetidae","Microtus","californicus","USA",36.727447,-118.153897,"desert scrub; some riparian and deciduous forest",604,"Drost2008"
"1011","2002","Abundance",1,"Cricetidae","Neotoma","lepida","USA",36.727447,-118.153897,"desert scrub; some riparian and deciduous forest",604,"Drost2008"
"1011","2002","Abundance",2,"Cricetidae","Onychomys","torridus","USA",36.727447,-118.153897,"desert scrub; some riparian and deciduous forest",604,"Drost2008"
"1011","2002","Abundance",27,"Cricetidae","Peromyscus","boylii","USA",36.727447,-118.153897,"desert scrub; some riparian and deciduous forest",604,"Drost2008"
"1011","2002","Abundance",12,"Heteromyidae","Perognathus","longimembris","USA",36.727447,-118.153897,"desert scrub; some riparian and deciduous forest",604,"Drost2008"
"1011","2002","Abundance",42,"Cricetidae","Peromyscus","maniculatus","USA",36.727447,-118.153897,"desert scrub; some riparian and deciduous forest",604,"Drost2008"
"1011","2002","Abundance",6,"Cricetidae","Reithrodontomys","megalotis","USA",36.727447,-118.153897,"desert scrub; some riparian and deciduous forest",604,"Drost2008"
"1012","2002","Abundance",2,"Sciuridae","Ammospermophilus","leucurus","USA",35.042881,-115.40036,"mountainous - elevational gradient including desert scrub and coniferous forest",1538,"Drost2008"
"1012","2002","Abundance",3,"Heteromyidae","Chaetodipus","fallax","USA",35.042881,-115.40036,"mountainous - elevational gradient including desert scrub and coniferous forest",1538,"Drost2008"
"1012","2002","Abundance",13,"Heteromyidae","Chaetodipus","formosus","USA",35.042881,-115.40036,"mountainous - elevational gradient including desert scrub and coniferous forest",1538,"Drost2008"
"1012","2002","Abundance",12,"Heteromyidae","Chaetodipus","penicillatus","USA",35.042881,-115.40036,"mountainous - elevational gradient including desert scrub and coniferous forest",1538,"Drost2008"
"1012","2002","Abundance",12,"Heteromyidae","Chaetodipus","spinatus","USA",35.042881,-115.40036,"mountainous - elevational gradient including desert scrub and coniferous forest",1538,"Drost2008"
"1012","2002","Abundance",3,"Heteromyidae","Chaetodipus","spp.","USA",35.042881,-115.40036,"mountainous - elevational gradient including desert scrub and coniferous forest",1538,"Drost2008"
"1012","2002","Abundance",6,"Heteromyidae","Dipodomys","deserti","USA",35.042881,-115.40036,"mountainous - elevational gradient including desert scrub and coniferous forest",1538,"Drost2008"
"1012","2002","Abundance",28,"Heteromyidae","Dipodomys","merriami","USA",35.042881,-115.40036,"mountainous - elevational gradient including desert scrub and coniferous forest",1538,"Drost2008"
"1012","2002","Abundance",1,"Heteromyidae","Dipodomys","panamintinus","USA",35.042881,-115.40036,"mountainous - elevational gradient including desert scrub and coniferous forest",1538,"Drost2008"
"1012","2002","Abundance",81,"Cricetidae","Neotoma","lepida","USA",35.042881,-115.40036,"mountainous - elevational gradient including desert scrub and coniferous forest",1538,"Drost2008"
"1012","2002","Abundance",50,"Cricetidae","Peromyscus","boylii","USA",35.042881,-115.40036,"mountainous - elevational gradient including desert scrub and coniferous forest",1538,"Drost2008"
"1012","2002","Abundance",44,"Cricetidae","Peromyscus","crinitus","USA",35.042881,-115.40036,"mountainous - elevational gradient including desert scrub and coniferous forest",1538,"Drost2008"
"1012","2002","Abundance",74,"Cricetidae","Peromyscus","eremicus","USA",35.042881,-115.40036,"mountainous - elevational gradient including desert scrub and coniferous forest",1538,"Drost2008"
"1012","2002","Abundance",2,"Heteromyidae","Perognathus","longimembris","USA",35.042881,-115.40036,"mountainous - elevational gradient including desert scrub and coniferous forest",1538,"Drost2008"
"1012","2002","Abundance",9,"Cricetidae","Peromyscus","maniculatus","USA",35.042881,-115.40036,"mountainous - elevational gradient including desert scrub and coniferous forest",1538,"Drost2008"
"1012","2002","Abundance",7,"Cricetidae","Peromyscus","spp.","USA",35.042881,-115.40036,"mountainous - elevational gradient including desert scrub and coniferous forest",1538,"Drost2008"
"1012","2002","Abundance",14,"Cricetidae","Peromyscus","truei","USA",35.042881,-115.40036,"mountainous - elevational gradient including desert scrub and coniferous forest",1538,"Drost2008"
"1013","1999","Abundance",27,"Sciuridae","Glaucomys","sabrinus","USA",44.637175,-123.310781,"silvicultural treatment; control",13800,"Waldien2005"
"1013","1999","Abundance",29,"Cricetidae","Microtus","oregoni","USA",44.637175,-123.310781,"silvicultural treatment; control",13800,"Waldien2005"
"1013","1999","Abundance",4,"Mustelidae","Mustela","erminea","USA",44.637175,-123.310781,"silvicultural treatment; control",13800,"Waldien2005"
"1013","1999","Abundance",1,"Muridae","Mus","musculus","USA",44.637175,-123.310781,"silvicultural treatment; control",13800,"Waldien2005"
"1013","1999","Abundance",16,"Cricetidae","Myodes","californicus","USA",44.637175,-123.310781,"silvicultural treatment; control",13800,"Waldien2005"
"1013","1999","Abundance",1,"Cricetidae","Neotoma","cinerea","USA",44.637175,-123.310781,"silvicultural treatment; control",13800,"Waldien2005"
"1013","1999","Abundance",2,"Cricetidae","Neotoma","fuscipes","USA",44.637175,-123.310781,"silvicultural treatment; control",13800,"Waldien2005"
"1013","1999","Abundance",4,"Talpidae","Neurotrichus","gibbsii","USA",44.637175,-123.310781,"silvicultural treatment; control",13800,"Waldien2005"
"1013","1999","Abundance",910,"Cricetidae","Peromyscus","maniculatus","USA",44.637175,-123.310781,"silvicultural treatment; control",13800,"Waldien2005"
"1013","1999","Abundance",12,"Soricidae","Sorex","bairdi","USA",44.637175,-123.310781,"silvicultural treatment; control",13800,"Waldien2005"
"1013","1999","Abundance",33,"Soricidae","Sorex","pacificus","USA",44.637175,-123.310781,"silvicultural treatment; control",13800,"Waldien2005"
"1013","1999","Abundance",17,"Soricidae","Sorex","sonomae","USA",44.637175,-123.310781,"silvicultural treatment; control",13800,"Waldien2005"
"1013","1999","Abundance",195,"Soricidae","Sorex","trowbridgii","USA",44.637175,-123.310781,"silvicultural treatment; control",13800,"Waldien2005"
"1013","1999","Abundance",5,"Soricidae","Sorex","vagrans","USA",44.637175,-123.310781,"silvicultural treatment; control",13800,"Waldien2005"
"1013","1999","Abundance",98,"Sciuridae","Tamias","townsendii","USA",44.637175,-123.310781,"silvicultural treatment; control",13800,"Waldien2005"
"1013","1999","Abundance",1,"Dipodidae","Zapus","trinotatus","USA",44.637175,-123.310781,"silvicultural treatment; control",13800,"Waldien2005"
"1014","1999","Abundance",18,"Sciuridae","Glaucomys","sabrinus","USA",44.637175,-123.310781,"silvicultural treatment; group selection",13800,"Waldien2005"
"1014","1999","Abundance",83,"Cricetidae","Microtus","oregoni","USA",44.637175,-123.310781,"silvicultural treatment; group selection",13800,"Waldien2005"
"1014","1999","Abundance",8,"Mustelidae","Mustela","erminea","USA",44.637175,-123.310781,"silvicultural treatment; group selection",13800,"Waldien2005"
"1014","1999","Abundance",22,"Cricetidae","Myodes","californicus","USA",44.637175,-123.310781,"silvicultural treatment; group selection",13800,"Waldien2005"
"1014","1999","Abundance",15,"Cricetidae","Neotoma","fuscipes","USA",44.637175,-123.310781,"silvicultural treatment; group selection",13800,"Waldien2005"
"1014","1999","Abundance",1074,"Cricetidae","Peromyscus","maniculatus","USA",44.637175,-123.310781,"silvicultural treatment; group selection",13800,"Waldien2005"
"1014","1999","Abundance",1,"Talpidae","Scapanus","orarius","USA",44.637175,-123.310781,"silvicultural treatment; group selection",13800,"Waldien2005"
"1014","1999","Abundance",24,"Soricidae","Sorex","bairdi","USA",44.637175,-123.310781,"silvicultural treatment; group selection",13800,"Waldien2005"
"1014","1999","Abundance",74,"Soricidae","Sorex","pacificus","USA",44.637175,-123.310781,"silvicultural treatment; group selection",13800,"Waldien2005"
"1014","1999","Abundance",37,"Soricidae","Sorex","sonomae","USA",44.637175,-123.310781,"silvicultural treatment; group selection",13800,"Waldien2005"
"1014","1999","Abundance",182,"Soricidae","Sorex","trowbridgii","USA",44.637175,-123.310781,"silvicultural treatment; group selection",13800,"Waldien2005"
"1014","1999","Abundance",18,"Soricidae","Sorex","vagrans","USA",44.637175,-123.310781,"silvicultural treatment; group selection",13800,"Waldien2005"
"1014","1999","Abundance",1,"Sciuridae","Tamiasciurus","douglasii","USA",44.637175,-123.310781,"silvicultural treatment; group selection",13800,"Waldien2005"
"1014","1999","Abundance",261,"Sciuridae","Tamias","townsendii","USA",44.637175,-123.310781,"silvicultural treatment; group selection",13800,"Waldien2005"
"1014","1999","Abundance",4,"Dipodidae","Zapus","trinotatus","USA",44.637175,-123.310781,"silvicultural treatment; group selection",13800,"Waldien2005"
"1015","1999","Abundance",74,"Cricetidae","Microtus","oregoni","USA",44.637175,-123.310781,"silvicultural treatment; two-story",13800,"Waldien2005"
"1015","1999","Abundance",8,"Mustelidae","Mustela","erminea","USA",44.637175,-123.310781,"silvicultural treatment; two-story",13800,"Waldien2005"
"1015","1999","Abundance",4,"Cricetidae","Myodes","californicus","USA",44.637175,-123.310781,"silvicultural treatment; two-story",13800,"Waldien2005"
"1015","1999","Abundance",35,"Cricetidae","Neotoma","fuscipes","USA",44.637175,-123.310781,"silvicultural treatment; two-story",13800,"Waldien2005"
"1015","1999","Abundance",1293,"Cricetidae","Peromyscus","maniculatus","USA",44.637175,-123.310781,"silvicultural treatment; two-story",13800,"Waldien2005"
"1015","1999","Abundance",14,"Soricidae","Sorex","bairdi","USA",44.637175,-123.310781,"silvicultural treatment; two-story",13800,"Waldien2005"
"1015","1999","Abundance",43,"Soricidae","Sorex","pacificus","USA",44.637175,-123.310781,"silvicultural treatment; two-story",13800,"Waldien2005"
"1015","1999","Abundance",23,"Soricidae","Sorex","sonomae","USA",44.637175,-123.310781,"silvicultural treatment; two-story",13800,"Waldien2005"
"1015","1999","Abundance",145,"Soricidae","Sorex","trowbridgii","USA",44.637175,-123.310781,"silvicultural treatment; two-story",13800,"Waldien2005"
"1015","1999","Abundance",34,"Soricidae","Sorex","vagrans","USA",44.637175,-123.310781,"silvicultural treatment; two-story",13800,"Waldien2005"
"1015","1999","Abundance",7,"Sciuridae","Spermophilus","beecheyi","USA",44.637175,-123.310781,"silvicultural treatment; two-story",13800,"Waldien2005"
"1015","1999","Abundance",1,"Leporidae","Sylvilagus","bachmani","USA",44.637175,-123.310781,"silvicultural treatment; two-story",13800,"Waldien2005"
"1015","1999","Abundance",336,"Sciuridae","Tamias","townsendii","USA",44.637175,-123.310781,"silvicultural treatment; two-story",13800,"Waldien2005"
"1015","1999","Abundance",26,"Dipodidae","Zapus","trinotatus","USA",44.637175,-123.310781,"silvicultural treatment; two-story",13800,"Waldien2005"
"1016","1999","Abundance",11,"Mustelidae","Mustela","erminea","USA",44.637175,-123.310781,"silvicultural treatment; clearcut",13800,"Waldien2005"
"1016","1999","Abundance",137,"Cricetidae","Myodes","californicus","USA",44.637175,-123.310781,"silvicultural treatment; clearcut",13800,"Waldien2005"
"1016","1999","Abundance",52,"Cricetidae","Neotoma","fuscipes","USA",44.637175,-123.310781,"silvicultural treatment; clearcut",13800,"Waldien2005"
"1016","1999","Abundance",1158,"Cricetidae","Peromyscus","maniculatus","USA",44.637175,-123.310781,"silvicultural treatment; clearcut",13800,"Waldien2005"
"1016","1999","Abundance",8,"Soricidae","Sorex","bairdi","USA",44.637175,-123.310781,"silvicultural treatment; clearcut",13800,"Waldien2005"
"1016","1999","Abundance",18,"Soricidae","Sorex","pacificus","USA",44.637175,-123.310781,"silvicultural treatment; clearcut",13800,"Waldien2005"
"1016","1999","Abundance",18,"Soricidae","Sorex","sonomae","USA",44.637175,-123.310781,"silvicultural treatment; clearcut",13800,"Waldien2005"
"1016","1999","Abundance",111,"Soricidae","Sorex","trowbridgii","USA",44.637175,-123.310781,"silvicultural treatment; clearcut",13800,"Waldien2005"
"1016","1999","Abundance",80,"Soricidae","Sorex","vagrans","USA",44.637175,-123.310781,"silvicultural treatment; clearcut",13800,"Waldien2005"
"1016","1999","Abundance",12,"Sciuridae","Spermophilus","beecheyi","USA",44.637175,-123.310781,"silvicultural treatment; clearcut",13800,"Waldien2005"
"1016","1999","Abundance",208,"Sciuridae","Tamias","townsendii","USA",44.637175,-123.310781,"silvicultural treatment; clearcut",13800,"Waldien2005"
"1016","1999","Abundance",10,"Dipodidae","Zapus","trinotatus","USA",44.637175,-123.310781,"silvicultural treatment; clearcut",13800,"Waldien2005"
"1017","1999","Abundance",21,"Sciuridae","Glaucomys","sabrinus","USA",44.637175,-123.310781,"group selection; no added wood",15900,"Waldien2005"
"1017","1999","Abundance",64,"Cricetidae","Microtus","oregoni","USA",44.637175,-123.310781,"group selection; no added wood",15900,"Waldien2005"
"1017","1999","Abundance",8,"Mustelidae","Mustela","erminea","USA",44.637175,-123.310781,"group selection; no added wood",15900,"Waldien2005"
"1017","1999","Abundance",25,"Cricetidae","Myodes","californicus","USA",44.637175,-123.310781,"group selection; no added wood",15900,"Waldien2005"
"1017","1999","Abundance",29,"Cricetidae","Neotoma","fuscipes","USA",44.637175,-123.310781,"group selection; no added wood",15900,"Waldien2005"
"1017","1999","Abundance",4,"Talpidae","Neurotrichus","gibbsii","USA",44.637175,-123.310781,"group selection; no added wood",15900,"Waldien2005"
"1017","1999","Abundance",1047,"Cricetidae","Peromyscus","maniculatus","USA",44.637175,-123.310781,"group selection; no added wood",15900,"Waldien2005"
"1017","1999","Abundance",2,"Talpidae","Scapanus","orarius","USA",44.637175,-123.310781,"group selection; no added wood",15900,"Waldien2005"
"1017","1999","Abundance",24,"Soricidae","Sorex","bairdi","USA",44.637175,-123.310781,"group selection; no added wood",15900,"Waldien2005"
"1017","1999","Abundance",87,"Soricidae","Sorex","pacificus","USA",44.637175,-123.310781,"group selection; no added wood",15900,"Waldien2005"
"1017","1999","Abundance",24,"Soricidae","Sorex","sonomae","USA",44.637175,-123.310781,"group selection; no added wood",15900,"Waldien2005"
"1017","1999","Abundance",281,"Soricidae","Sorex","trowbridgii","USA",44.637175,-123.310781,"group selection; no added wood",15900,"Waldien2005"
"1017","1999","Abundance",16,"Soricidae","Sorex","vagrans","USA",44.637175,-123.310781,"group selection; no added wood",15900,"Waldien2005"
"1017","1999","Abundance",1,"Sciuridae","Spermophilus","beecheyi","USA",44.637175,-123.310781,"group selection; no added wood",15900,"Waldien2005"
"1017","1999","Abundance",3,"Leporidae","Sylvilagus","bachmani","USA",44.637175,-123.310781,"group selection; no added wood",15900,"Waldien2005"
"1017","1999","Abundance",13,"Sciuridae","Tamiasciurus","douglasii","USA",44.637175,-123.310781,"group selection; no added wood",15900,"Waldien2005"
"1017","1999","Abundance",350,"Sciuridae","Tamias","townsendii","USA",44.637175,-123.310781,"group selection; no added wood",15900,"Waldien2005"
"1017","1999","Abundance",8,"Dipodidae","Zapus","trinotatus","USA",44.637175,-123.310781,"group selection; no added wood",15900,"Waldien2005"
"1018","1999","Abundance",36,"Sciuridae","Glaucomys","sabrinus","USA",44.637175,-123.310781,"group selection; add wood",15900,"Waldien2005"
"1018","1999","Abundance",109,"Cricetidae","Microtus","oregoni","USA",44.637175,-123.310781,"group selection; add wood",15900,"Waldien2005"
"1018","1999","Abundance",5,"Mustelidae","Mustela","erminea","USA",44.637175,-123.310781,"group selection; add wood",15900,"Waldien2005"
